0.437999964,1
10.7190001,0.975798645
20.7190001,0.966844143
30.73500013,0.954259439
40.7190001,0.949903195
50.70300007,0.941916747
60.67200017,0.937076476
70.67200017,0.928606002
80.65700006,0.93054211
90.64100003,0.91892546
100.625,0.919893514
110.625,0.912391094
120.625,0.912875121
130.6100001,0.909002904
140.6100001,0.909970958
150.6100001,0.905130687
160.625,0.90464666
170.641,0.899806389
180.6570001,0.899322362
190.6570001,0.895692159
200.688,0.894482091
210.7030001,0.888915779
220.7030001,0.892061955
230.7350001,0.884801549
240.766,0.888915779
250.7970002,0.885769603
260.8280001,0.883349468
270.8600001,0.880203291
280.891,0.881413359
290.9220002,0.881171346
300.938,0.877541142
310.9690001,0.87536302
321.016,0.874394966
331.0780001,0.874394966
341.1100001,0.872942885
351.1720002,0.873910939
361.2190001,0.870038722
371.2820001,0.869070668
381.3280001,0.86713456
391.391,0.868102614
401.4690001,0.863262343
411.5320001,0.86713456
421.5940001,0.860600194
431.6570001,0.863988383
441.7350001,0.861568248
451.813,0.86035818
461.875,0.859390126
471.9530001,0.855759923
482.0320001,0.854791868
492.125,0.853581801
502.2030001,0.854549855
512.2970002,0.851887706
522.391,0.850919652
532.4850001,0.84874153
542.5780001,0.847531462
552.6570001,0.843901258
562.75,0.845837367
572.8440001,0.843659245
582.9530001,0.845111326
593.0780001,0.844627299
603.188,0.841481123
613.313,0.841481123
623.4220002,0.839787028
633.5320001,0.837608906
643.6720002,0.835430784
653.7820001,0.830832527
663.9220002,0.830106486
674.0320001,0.82696031
684.1570001,0.821151985
694.2820001,0.824782188
704.391,0.822846079
714.5,0.826718296
724.625,0.823330106
734.75,0.820667957
744.891,0.822120039
755,0.818005808
765.125,0.81945789
775.266,0.820667957
785.375,0.81945789
795.516,0.818489835
805.625,0.817279768
815.75,0.818489835
825.891,0.815827686
836,0.812439497
846.125,0.814859632
856.25,0.813407551
866.375,0.816795741
876.516,0.813165537
886.641,0.814617619
896.766,0.80856728
906.891,0.809051307
917.016,0.807115198
927.141,0.803969022
937.266,0.801548887
947.391,0.801306873
957.516,0.802758955
967.641,0.803000968
977.75,0.80106486
987.891,0.806631171
998,0.804211036
1008.141,0.806389158
1018.25,0.80106486
1028.391,0.802758955
1038.516,0.795740561
1048.641,0.797434656
1058.75,0.796708616
1068.891,0.798886738
1079.016,0.795498548
1089.125,0.796224589
1099.266,0.793078412
1109.391,0.79428848
1119.516,0.792594385
1129.641,0.792594385
1139.75,0.791626331
1149.891,0.791626331
1160.016,0.791384318
1170.141,0.788964182
1180.266,0.785818006
1190.375,0.789690223
1200.516,0.785818006
1260.735,0.785575992
1320.938,0.781945789
1381.172,0.778799613
1441.391,0.774685382
1501.61,0.776379477
1561.813,0.764036786
1622.047,0.765972894
1682.266,0.765246854
1742.469,0.765488867
1802.703,0.765246854
1862.922,0.759438529
1923.125,0.765972894
1983.36,0.763068732
2043.563,0.755566312
2103.782,0.761858664
2164.016,0.754598258
2224.219,0.757744434
2284.438,0.752178122
2344.657,0.751452081
2404.891,0.752178122
2465.11,0.74588577
2525.328,0.736205227
2585.547,0.736931268
2645.75,0.742981607
2705.985,0.741045499
2766.188,0.737173282
2826.422,0.736447241
2886.641,0.740077444
2946.86,0.737415295
3007.078,0.734753146
3067.297,0.734511133
3127.516,0.723136496
3187.735,0.727734753
3247.938,0.728944821
3308.172,0.727734753
3368.391,0.726040658
3428.61,0.718054211
3488.813,0.721926428
3549.032,0.723136496
3609.266,0.722894482
3669.485,0.71660213
3729.688,0.72071636
3789.907,0.717086157
3850.125,0.714666021
3910.36,0.715150048
3970.578,0.712245886
4030.797,0.708615682
4091.016,0.705953533
4151.219,0.710793804
4211.438,0.708373669
4271.672,0.70982575
4331.875,0.705469506
4392.11,0.705469506
4452.313,0.704985479
4512.547,0.701839303
4572.75,0.700871249
4632.969,0.703049371
4693.188,0.701113262
4753.407,0.699903195
4813.625,0.695788964
4873.86,0.696999032
4934.078,0.698451113
4994.297,0.696999032
5054.5,0.692884802
5114.735,0.695788964
5174.953,0.692884802
5235.157,0.693852856
5295.391,0.689980639
5355.594,0.692400774
5415.828,0.68804453
5476.047,0.68731849
5536.266,0.687560503
5596.485,0.686592449
5656.688,0.689980639
5716.907,0.685382381
5777.125,0.687802517
5837.36,0.682720232
5897.578,0.685382381
5957.797,0.685624395
6018,0.684172314
6078.235,0.673523717
6138.453,0.681994192
6198.657,0.680300097
6258.891,0.676911907
6319.11,0.678363988
6379.328,0.675943853
6439.547,0.67642788
6499.75,0.673281704
6559.969,0.675701839
6620.203,0.674733785
6680.407,0.672797677
6740.641,0.669409487
6800.86,0.673523717
6861.078,0.669409487
6921.297,0.666747338
6981.532,0.667957406
7041.75,0.666989351
7101.969,0.668441433
7162.188,0.663601162
7222.391,0.66553727
7282.625,0.666747338
7342.844,0.663601162
7403.063,0.66142304
7463.266,0.663601162
7523.5,0.666263311
7583.735,0.659728945
7643.953,0.663601162
7704.172,0.660939013
7764.391,0.66142304
7824.625,0.663359148
7884.844,0.655372701
7945.078,0.659728945
8005.297,0.660212972
8065.532,0.658276864
8125.766,0.657550823
8186,0.656098742
8246.203,0.657550823
8306.438,0.655130687
8366.657,0.655372701
8426.891,0.655372701
8487.125,0.652952565
8547.344,0.65392062
8607.578,0.649080348
8667.813,0.648838335
8728.047,0.651500484
8788.266,0.653436592
8848.5,0.652468538
8908.719,0.648596321
8968.969,0.652468538
9029.203,0.647386254
9089.438,0.646660213
9149.672,0.65125847
9209.907,0.646660213
9270.141,0.646176186
9330.375,0.645692159
9390.594,0.647870281
9450.813,0.648112294
9511.047,0.648838335
9571.266,0.644482091
9631.516,0.643998064
9691.75,0.645692159
9751.969,0.648112294
9812.203,0.645208132
9872.438,0.642061955
9932.688,0.643998064
9992.922,0.646176186
10053.141,0.645450145
